"#""+ BPC Scan stir_75um_sp-r008.d """,,
#Point,X(Minutes),Y(Counts)
2914,48.536,1390
2915,48.553,1260
2916,48.57,1181
2917,48.586,1457
2918,48.603,1415
2919,48.619,1406
2920,48.636,1658
2921,48.653,1409
2922,48.669,1249
2923,48.686,1866
2924,48.703,1311
2925,48.719,1510
2926,48.736,1315
2927,48.753,1298
2928,48.769,1242
2929,48.786,1380
2930,48.802,1792
2931,48.819,1448
2932,48.836,1876
2933,48.852,1740
2934,48.869,1273
2935,48.886,1842
2936,48.902,1146
2937,48.919,1174
2938,48.935,1305
2939,48.952,1230
2940,48.969,1345
2941,48.985,1319
2942,49.002,1205
2943,49.019,1500
2944,49.035,1329
2945,49.052,1791
2946,49.069,886
2947,49.085,1465
2948,49.102,1787
2949,49.118,1309
2950,49.135,1719
2951,49.152,1375
2952,49.168,1400
2953,49.185,1157
2954,49.202,1400
2955,49.218,1109
2956,49.235,1393
2957,49.252,1395
2958,49.268,1398
2959,49.285,1693
2960,49.301,1281
2961,49.318,1449
2962,49.335,1279
2963,49.351,1859
2964,49.368,1035
2965,49.385,1197
2966,49.401,1243
2967,49.418,1374
2968,49.434,1296
2969,49.451,1126
2970,49.468,1641
2971,49.484,1514
2972,49.501,1065
2973,49.518,1285
2974,49.534,1418
2975,49.551,1774
2976,49.568,980
2977,49.584,1151
2978,49.601,1554
2979,49.617,1248
2980,49.634,1880
2981,49.651,1067
2982,49.667,1596
2983,49.684,907
2984,49.701,1525
2985,49.717,1593
2986,49.734,880
2987,49.751,1501
2988,49.767,1573
2989,49.784,1156
2990,49.8,917
2991,49.817,1142
2992,49.834,1757
2993,49.85,1290
2994,49.867,1547
2995,49.884,2157
2996,49.9,1095
2997,49.917,1482
2998,49.933,1429
2999,49.95,944
3000,49.967,1203
3001,49.983,1657
3002,50,1252
